Collection Number,File name,Folder Number,Folder Title,Item Title,Text on Back of Photo,notes,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_981_002,981,[television studio],Television production class,ASUCLA Photo by Terry O'Donnell   Television production class.,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_981_003,981,[television studio],Television studio,A 76.0  4 1/2 - 3 3/8,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_981_004,981,[television studio],View of Television studio doing live recording,"Television Division  L3157   Photo I  Reducee 4 1/4"" to 1 3/16"" or Reduce 28%  H1900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_982_001,982,Temporary Buildings,"University Research Library and Bunche Hall construction, ca. 1962",2005 Aug 31 scanned  600 dpi 300 dpi  Temporary bldgs site 3 c. 1962.  copies also scanned under: University Research Library construction c1962 Bunche Hall construction c1962,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_982_002,982,Temporary Buildings,"Temporary buildings southwest and west of University Research Library, October 4, 1962","Photographic Service University of California Library Los Angeles 24, Calif., USA 6054-1 4-10-62    Bungalows. Temporary Buildings. Site 3 [West and S.W. of Research Library site]  scanned 11/22/04  University Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_982_003,982,Temporary Buildings,"Temporary classroom buildings, May 11, 1962","Scanned 11/18/04 Bungalows temp classroom bldgs. 200  11 May 1964   Photographic Service University of California Library Los Angeles 24, Calif., USA  6054-2 5-11-62",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_983_001,983,Tennis - men   1930-1939,"1939 UCLA tennis team at reunion in honor of William Ackerman, June 1974",Donor: Stanley Goodman (UCLA 19  2009 December  1939 UCLA tennis team at 1974 June reunion in honor of William Ackerman.   Location: tennis court at Hank Uhl's (residence?).,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_985_001,985,Tennis - men   1950-1959,UCLA's 1950 NCAA championship tennis team,"UCLA's 1950 NCAA championship tennis team, the first of many to come  1950",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_985_002,985,Tennis - men   1950-1959,UCLA's 1952 NCAA championship tennis team,UCLA's 1952 NCAA championship tennis team 52,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_985_003,985,Tennis - men   1950-1959,UCLA's 1953 NCAA championship tennis team,UCLA's 1953 NCAA championship team tennis team; Coach J.D. Morgan is at right 53,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_985_004,985,Tennis - men   1950-1959,UCLA's 1954 NCAA championship tennis team,UCLA's 1954 NCAA championship tennis team  54,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_985_005,985,Tennis - men   1950-1959,UCLA's 1956 NCAA championship tennis team,UCLA's 1956 NCAA championship tennis team,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_001,986,Tennis - men   1960-1969,UCLA's 1965 NCAA championship tennis team,UCLA's 1965 NCAA championship tennis team  65,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_002,986,Tennis - men   1960-1969,UCLA's 1960 NCAA championship tennis team,UCLA's 1960 NCAA championship tennis team  60,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_003,986,Tennis - men   1960-1969,UCLA's 1961 NCAA championship tennis team,UCLA's 1961 NCAA championship tennis team  61,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_004,986,Tennis - men   1960-1969,"UCLA tennis team member, Dave Reed, hitting ball with raquet",Dave Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_005,986,Tennis - men   1960-1969,UCLA tennis team member hitting ball with raquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_006,986,Tennis - men   1960-1969,UCLA tennis team member hitting ball with raquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_007,986,Tennis - men   1960-1969,"UCLA tennis team member, Lt. Brown, hitting ball with raquet",LT. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_008,986,Tennis - men   1960-1969,"UCLA tennis team member, Ian Crookenden, hitting ball with raquet, ca. 1965",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_986_009,986,Tennis - men   1960-1969,"UCLA tennis team members, Arthur Ashe and Ian Crookenden, playing match, ca. 1965",Ian Crookenden ca. 1965,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_987_001,987,Tennis - men   1970-1979,UCLA's 1970 NCAA championship tennis team,UCLA's 1970 NCAA championship tennis team  1970,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_987_002,987,Tennis - men   1970-1979,UCLA's 1971 NCAA championship tennis team,UCLA's 1971 NCAA championship tennis team   1971,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_987_003,987,Tennis - men   1970-1979,UCLA's 1975 NCAA championship tennis team,UCLA's 1975 NCAA championship tennis team   1975,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_987_004,987,Tennis - men   1970-1979,UCLA's 1976 NCAA championship tennis team,UCLA's 1976 NCAA championship 1974 tennis team,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_987_005,987,Tennis - men   1970-1979,UCLA 1978 tennis team with Coach Glenn Bassett,"1978 UCLA TENNIS TEAM --Front row, from left, coach Glenn Bassett, soph *Mike Harrington, freshman Eliot Teltscher and freshman Robbie Venter. Second fow, from let, freshman Bill Bartlett, senior nand co-captain ***Bruce Nichols, soph *Jon Paley and *oph *Alan Winkler. Back row, from left, senior and co-cappain **Tony Graham, junior **John Austin, frosh Fritz Buehning and frosh Mark Cullers. *indicates UCLA tennis letters won",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_987_006,987,Tennis - men   1970-1979,UCLA 1978 tennis team with Coach Glenn Bassett,[1978],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_987_007,987,Tennis - men   1970-1979,UCLA 1979 Varsity Tennis team with coach Glenn Bassett and assistant coach Ron Cornell,1979 Tennis Team Champs,"1979 UCLA VARSITY TENNIS SQUAD--Kneeling, from left, head coach Glenn Bassett and assistant coach Ron Cornell. Standing, from left, Todd Katz, Bruce Bresnia, Blaine Willenborg, Marcel Freeman, **Tom Loucks, Bobby Berger, **Mike Harrington, Dave Chapin, Dick Metz, *Bill Bartlett, *Robbie Venter, **Mark Cullers and *Fritz Buehnin. *indicates UCLA tennis letters won",,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_988_001,988,Tennis - men   1980-1989,UCLA's 1982 NCAA championship tennis team,"1982 - UCLA Tennis Team -NCAA Tennis Champions  UCLA Men's Tennis Guide Copy  Caption for Team Pix  UCLA's 1982 Men's Tennis Team and Staff -- Front row, from left, Todd Katz, Bruce Brescia and Jeff Klaparda. Middle row, from left, assistant coach Ron Cornell, John Davis, Blaine Willenborg, David Livingston, Danny Saltz, Marcel Freeman and head coach Glenn Bassett. Back row, from left, Craig Venter, captain Robbie Venter, Mark Basham, Bobby Berger, Jacques Manset, Randy Part and Tony Trear. Not pictured--assistant coach Mike Harrington. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_988_002,988,Tennis - men   1980-1989,UCLA's 1982 NCAA championship tennis team,UCLA's 1982 NCAA championship tennis team (ignore the 1981 schedule in background)   1982,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_988_003,988,Tennis - men   1980-1989,UCLA's 1982 NCAA championship tennis team,1982 UCLA Men's Tennis Team   pic BCA,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_988_004,988,Tennis - men   1980-1989,UCLA 1984 tennis team,"1984 UCLA TENNIS TEAM--(1st, row, l-r sitting): Jeff Klaparda, Mark Basham, Chuch Willenborg, Asst. Coach Billy Martin. (2nd Row, kneeling): Brett Greenwood, David Livingston, Michael Kures, Randy Part. (3rd row, standing): Asst. Coach Ron Cornell, Eric Wee, Craig Venter, Jimmie Pugh, Fabio Mion-Bet, Brett Buffington, Head Coach Glenn Bassett.",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_988_005,988,Tennis - men   1980-1989,UCLA 1984 tennis team posing in front of bear sculpture,84 UCLA Tennis Team,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_988_006,988,Tennis - men   1980-1989,UCLA 1984 tennis team,"UCLA's 1984 NCAA championship tennis team, the seventh one won by Coach Glenn Bassett and the 15th by the Bruins since 1950  1-18-84",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_988_007,988,Tennis - men   1980-1989,"UCLA's 1984 NCAA championship tennis team, January 18, 1984",84 UCLA Tennis Team,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_988_008,988,Tennis - men   1980-1989,UCLA 1984 tennis team sitting in stadium seats,"1985 UCLA TENNIS: (Front Row, l-r)--Asst. Coach Ron Cornell, Randy Part, Jeff Klaparda, David Livingston, Eric Wee, Michael Kures, Head Coach Glenn Bassett. (Back Row, l-r)--Otis Smith, Brad Pearce, Brett Greenwood, Mark Ferreirra, Ken Diller and Mark Basham. Missing: Jimmie Pugh.",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_989_001,989,Athletics - Tennis - Intramural,Intramural tennis player,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_989_002,989,Athletics - Tennis - Intramural,Intramural tennis player,IM - Jnilhorn Page 25,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_990_001,990,Tennis - Men - All Americans 1977,"UCLA's 1977 All-America Tennis Players: co-captain Tony Graham, Jon Paley, co-captain Bruce Nichols, and John Austin","UCLA's 1977 All-America Tennis Players--Returning for 1978 action are these four UCLA All-America tennis players. From bottom, senior and 1978 co-captain Tony Graham, sophomore Jon Paley; senior and co-captain Bruce Nichols; and junior John Austin.",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_990_002,990,Tennis - Men - All Americans 1977,"UCLA's 1977 All-America Tennis Players: co-captain Tony Graham, Jon Paley, co-captain Bruce Nichols, and John Austin","UCLA's 1977 All-America Tennis Players--Returning for 1978 action are these four UCLA All-America tennis players for 1977. They are sophomore Jon Paley (front, sitting); seniors and 1978 co-captains Bruce Nichols (left) and Tony Graham (standing); and junior John Austin (top, sitting).",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_991_001,991,Tennis - NCAA Championship team w/JD Morgan 1965,UCLA's 1965 NCAA championship tennis team with coach JD Morgan,Coach JD Morgan + 1965 NCAA tennis champions L -> R  Ian Crookenden Dave Sanderlin Dave Reed Arthur Ashe  (UCLA On the Move p.182),,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_992_001,992,Tennis - Coaches - Glenn Bassett ,"Coach holding NCAA awards, ca. 1982",1982 - Tennis    38,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_992_002,992,Tennis - Coaches - Glenn Bassett ,"Coach holding NCAA awards, ca. 1982",1982 - Tennis     ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_993_001,993,Tennis - Men - Jeff Borowiak ,"NCAA champion, Jeff Borowiak, hitting ball with raquet, ca. 1970s","Jeff Borowiak, UCLA, 1970 NCAA Singles Champion; 1971 NCAA Doubles Champion with Haroon Rahim",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_994_001,994,Tennis - Men - Ian Crookenden,"NCAA champion, Ian Crookenden, hitting ball with raquet, ca. 1960s","Ian Crookenden, UCLA, 1965 NCAA Doubles Champion with Arthur Ashe and 1966 NCAA Doubles Champion with Charles Pasarell",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_995_001,995,Tennis - Men - Peter Fleming,"NCAA champion, Peter Fleming, hitting ball with raquet, ca. 1960s","Peter Fleming, UCLA, 1976 NCAA Doubles Champion with Ferdi Taygan   Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_996_001,996,Tennis - Men - Allen Fox,"NCAA champion, Allen Fox, hitting ball with raquet, ca. 1960s","Allen Fox, UCLA, 1961 NCAA Singles Champion and 1960 NCAA Doubles Chamion with Lawrence Nagler     Fox",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_997_001,997,Tennis - Men - Gene Garrett,"NCAA champion, Gene Garrett, hitting ball with raquet, ca. 1950s","Gene Garrett, UCLA, 1950 NCAA Doubles Champion with Herb Flam   ",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_998_001,998,Tennis - Men - Larry Huebner ,"NCAA champion, Larry Huebner, hitting ball with raquet, ca. 1950s","Larry Huebner, UCLA, 1953 NCAA Doubles Champion with Bob Perry",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_999_001,999,Tennis - Men - Ron Livingston,"NCAA champion, Ron Livingston, hitting ball with raquet, ca. 1950s","Ron Livingston, UCLA, 1954 NCAA Doubles Champion with Bob Perry   Livingston",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1000_001,1000,Tennis - Men - Billy Martin,"NCAA champion, Billy Martin, hitting ball with raquet","Billy Martin, UCLA, 1975 NCAA Singles Champion   Martin",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1001_001,1001,Tennis - Men - Larry Nagler,"NCAA champion, Larry Nagler, hitting ball with raquet, ca. 1960s","Larry Nagler, UCLA, 1960 NCAA Singles Champion and 1960 NCAA Doubles Champion with Allen Fox",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1002_001,1002,Tennis - Men - Charles Pasarell,"NCAA champion, Charles Pasarell, hitting ball with raquet, ca. 1960s"," Charles Pasarell, UCLA, 1966 NCAA Singles Champion, and 1966 NCAA Doubles Champion with Ian Crookenden     Paserall",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1003_001,1003,Tennis - Men - Bob Perry,"NCAA champion, Bob Perry, hitting ball with raquet, ca. 1950s","Bob Perry, UCLA, 1953 NCAA Doubles Champion with Larry Huebner and 1954 NCAA Doubles Champion with Ron Livingston",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1004_001,1004,Tennis - Men - Haroon Rahim,"NCAA champion, Haroon Rahim, hitting ball with raquet, ca. 1970s","Haroon Rahim, UCLA, 1971 NCAA Doubles Champion with Jeff Burowiak",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1005_001,1005,Tennis - Men - Ferdi Taygan,"NCAA champion, Ferdi Taygan, hitting ball with raquet, ca. 1970s",Ferdi Taygan,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1005_002,1005,Tennis - Men - Ferdi Taygan,"NCAA champion, Ferdi Taygan, hitting ball with raquet, ca. 1970s","Ferdi Taygan, UCLA 1976 NCAA Doubles Champion with Peter Fleming    Taygan",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1006_001,1006,Tennis - Men - Robbie Venter,"UCLA tennis team member, Robbie Venter, hitting ball with raquet, ca. 1982",Senior Robbie Venter   1982-Tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1006_002,1006,Tennis - Men - Robbie Venter,"UCLA tennis team member, Robbie Venter, hitting ball with raquet, ca. 1982",Senior Robbie Venter   1982-Tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1006_003,1006,Tennis - Men - Robbie Venter,"UCLA tennis team member, Robbie Venter, hitting ball with raquet, ca. 1982",Senior Robbie Venter   1982-Tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1007_001,1007,Tennis - Men - Blaine Willenborg,"UCLA tennis team member, Blaine Willenborg, ca. 1982",Senior Blaine Willenborg  1982-Tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1009_001,1009,Tennis - women,"UCLA tennis women's team, ca. 1965","UCLA Tennis Team  Lamin Mrs. Ackerman  Shwartz Grubb Reynolds Falkonberg Johnson   #5 68 113 1  Photography by Faustino  Pedro ""Faustino"" Negron P.O. Box 90643 Los Angeles, Calif. 90009 676-3578     c.1965",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_001,1010,Theatre Group,"Gladys Cooper, John Abbott and director Lammont Johnson rehearse on the stage of UCLA's Schoenberg Hall for Dylon Thomas play ""Under Milkwood""","Gladys Cooper, John Abbott (center) and director Lammont Johnson rehearse on the stage of UCLA's Schoenberg Hall for Dylon Thomas play ""Under Milkwood"" which opens next Wednesday (August 5) for a five-day run. University Extension is sponsoring the Theater Group production.   Ann Katzman 940 1/2 Hilgard Ave. Los Angeles 24, Calif.",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_002,1010,Theatre Group,"Theater group holding declaration of Extension Theatre Group, ca. 1966","Ivor Protheroe 2323 Vestal Avenue, Los Angeles 26 - No. 6-1966  Job MN6160  No. 9   University Archives RGB 16/1",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_003,1010,Theatre Group,"""Six Actors in search of an Author"" with John Houseman in center, Theatre Group Artistic Director","Dick Frisk Photographer 15375 Via De Las Olas Pacific Palisades, Calif. 454-1490  Theatre Group (UCLA Extension) ""Six Actors in search of an Author"" John Houseman, center Theatre Group Artistic Director     University Archives  RGB 16/1",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_004,1010,Theatre Group,"""Candide"" a University Extension professional Theatre Group production at UCLA","Inquisitors (from left in hats) Alan Gilbert, Andre Philippe, Lloyd Hanns and ensemble cast members surround (from left) Carroll O'Connor and David Watson in the Lisbon Inquisition scene from the Leonard Bernstein-Lillian Hellman comic operetta ""Candide"", as produced by University Extension professional Theatre Group at UCLA. The production is directed by Gordon Davidson.  1966-1967 Season   Ivor Protheroe 2323 Vestal Avenue, Los Angeles 26 - No. 6-1966   Job No. P11-35",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_005,1010,Theatre Group,"""Three Sisters"" production by the University Extension theatre group",Three Sisters   Three Sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_006,1010,Theatre Group,"""Three Sisters"" production by the University Extension theatre group",Three Sisters    ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_007,1010,Theatre Group,"""Three Sisters"" production by the University Extension theatre group"," John Houseman (?)  Three Sisters  Mike Kellim   ""3 Sisters Reheanal (?)",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_008,1010,Theatre Group,"""Three Sisters"" production by the University Extension theatre group",Three Sisters,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_009,1010,Theatre Group,University Extension Theatre Group Spoon River Anthology,Theatre Group  spoon river Anthology,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_010,1010,Theatre Group,University Extension Theatre Group production with Cloris Leachman,Theatre Group  Cloris Leachman (far right)  University Archives RG B 16-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_011,1010,Theatre Group,"James Whitmore, Cloris Leachman, and Donnelly Rhodes in University Extension Theatre Group ""P.S. 193"", ca. 1962","Violence in A University Setting -- (From left) James Whitmore, Cloris Leachman, and Donnelly Rhodes unleash explosive emotions in the provocative drama ""P.S. 193"", as presented in its West Coast premiere by University Extension's Theatre Group at UCLA, beginning Friday (April 3) through May 10 at 8:30 p.m. in the Humanities Building Auditorium. Play deals with events which erupt on campus when a professor's intellectual fortress is challenged by the brute force of one student who sets out to destroy his instructor. Sydney Pollack directs the David Rayfield script, recently selected as one of the ten best plays of the 1962-63 New York season.   University of California University Extension Office of Public Information Los Angeles 24, California 478-9711 or 272-8911, station 2509",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1010_012,1010,Theatre Group,Multiple shots of University Extension Theatre Group production,"Dick Friske Illustrative Photography 1571 Westwood Blvd. Los Angeles 24, Calif. Granite 8-7119   6 chairs- in search of another  University Archives RG B 16/1",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1011_003,1011,Theater Arts Dept - Classroom Scenes,Theater Arts Department classroom scenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1011_004,1011,Theater Arts Dept - Classroom Scenes,Theater Arts Department classroom scenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_001,1012,Theater Arts Dept - Production Scenes - various,"Theater Arts Department production, ""Boy Meets Girl"" on main stage in Royce Hall","""Boy Meets Girl"" Royce Hall - main stage 248",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_002,1012,Theater Arts Dept - Production Scenes - various,During the filming of a record of play in Royce Hall 170,"During the filming of a record of play in Royce 170 Cut off top, eliminating mike  P181",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_003,1012,Theater Arts Dept - Production Scenes - various,Multiple shots of Theater Arts Department production,4x5  8x10  8x10  8x10   Soou Taik Olu  Theater Arts 1965,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_004,1012,Theater Arts Dept - Production Scenes - various,Jack Mann and Martha Stibault during Theater Arts Departrment production,Jack Mann Martha Stibault U.D.S. Co Jack Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_005,1012,Theater Arts Dept - Production Scenes - various,Woman painting stage props for Theater Arts Department production,#12,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_006,1012,Theater Arts Dept - Production Scenes - various,Woman in black with veil over face in Theater Arts Department production scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_007,1012,Theater Arts Dept - Production Scenes - various,Woman in black with veil over face in Theater Arts Department production scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_008,1012,Theater Arts Dept - Production Scenes - various,Three views of woman in black with veil over face in Theater Arts Department production scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_009,1012,Theater Arts Dept - Production Scenes - various,Three views of woman in black with veil over face in Theater Arts Department production scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_010,1012,Theater Arts Dept - Production Scenes - various,Woman in black with veil over face in Theater Arts Department production scene,Reduce 8 7/8 to 8 1/8 x crop,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_011,1012,Theater Arts Dept - Production Scenes - various,"Three views of woman in black with veil over face, one is a negative image, in Theater Arts Department production scene",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_012,1012,Theater Arts Dept - Production Scenes - various,Woman in black with veil over face in Theater Arts Department production scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_013,1012,Theater Arts Dept - Production Scenes - various,Three views of woman in black with veil over face in Theater Arts Department production scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_014,1012,Theater Arts Dept - Production Scenes - various,Negative image of woman in black with veil over face,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_015,1012,Theater Arts Dept - Production Scenes - various,"Theater Arts student production, ca. 1964",T Arts Student production 1964/65,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_016,1012,Theater Arts Dept - Production Scenes - various," Students constructing a hat to be used in a play in ""Green Room"" of Theater Arts Department","Theater Arts Dept - ""Green Room""  Students constructing a hat to be used in a play",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1012_017,1012,Theater Arts Dept - Production Scenes - various,"Theater Arts Department, ""Lysistrato"" on main stage of Royce Hall","""Lysistrato"" Royce - main stage #6",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1013_001,1013,"Theater Arts Dept - Production Scenes - ""A Thing of Beauty"" ","Theater Arts Department students Stephen Schwartz and Ronald Noble in ""A Think of Beauty""","Theater Arts Dept students Stephen Schwartz (L) Ronald Noble [R] in ""A Think of Beauty""",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1013_002,1013,"Theater Arts Dept - Production Scenes - ""A Thing of Beauty"" ","Theater Arts Department student, Laurie Mock, ina a ""Thing of Beauty""","Theater Arts Dept Students - Laurie Mock ""A Thing of Beauty""",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1013_003,1013,"Theater Arts Dept - Production Scenes - ""A Thing of Beauty"" ","Theater Arts Department students Michael Harvey and Ronald Noble in ""A Thing of Beauty""","Theater Arts Dept Students Michael Harvey (L) Ronald Noble [R] ""A Thing of Beauty""",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1013_004,1013,"Theater Arts Dept - Production Scenes - ""A Thing of Beauty"" ","UCLA Theater Arts Students, Stephen Schwartz and Mary Kate Denny, appear in a scene from ""A Thing of Beauty""","""UCLA Theater Arts Students Stephen Schwartz and Mary Kate Denny appear in a scene from 'A Thing of Beauty' on Repertoire Workshop, Saturday March 9 (3-3:30 PM) on KNXT Channel 2"" (KNXT Press Release, N.D.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1013_005,1013,"Theater Arts Dept - Production Scenes - ""A Thing of Beauty"" ","Theater Arts Deparment Michael Harvey in ""A Thing of Beauty""","Theater Arts Dept Michael Harvey (UCLA grad) In ""A Thing of Beauty""",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1013_006,1013,"Theater Arts Dept - Production Scenes - ""A Thing of Beauty"" ",Theater Arts Department class room with professor speaking to class,PSD  Property of Publication Services Dept,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_001,1015,Theatrical Performances,"Mary Woodbridge, Thyra Toland, Betty Allen, and Sara Berlinin ""Pageant of the Sun"" at Vermont campus, ca. 1926","Manley, Catherine;  Mary Woodbridge; Thyra Toland; Betty Allen; Sara Berlin; Pageant of the Sun, about 1926 - Vermont Campus.  273  99 The perf",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_1015_002,1015,Theatrical Performances,"From Pageant in the Sun at Vermont campus, ca. 1926","Manley, Catherine  From Pageant of the Sun About 1926  A P.E. woman major on Vermont Campus.  99 Th perf",,,,,,,,,,,,,,,,,,,,,,,,,,,
